"","match_string","COU","Energy.Consumption","CO","NMVOC","NOX","PM10","PM2-5","SOX","TotPop","GDPperCAP","s","A.CO","A.NOX","A.NMVOC","A.PM10","A.PM2.5","A.SOX","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"761","NZL1998","NZL",0.767213321000513,2.071,0.355,16.722,NA,NA,3.201,3821.8,27518.018473,0.200746590873545,10.3164890172634,83.2990484532493,1.76839864854105,NA,NA,15.9454762647321,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"762","NZL1999","NZL",0.792663242685597,2.635,0.456,21.73,NA,NA,4.65,3842.9,28790,0.206266944933669,12.7747080408223,105.348920579533,2.210727463611,NA,NA,22.5436024249806,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"763","NZL2000","NZL",0.810356344376106,2.551,0.435,20.447,NA,NA,3.75,3865.4,29272.534796,0.209643592998423,12.1682707471016,97.532195988235,2.07495012739679,NA,NA,17.8875010982482,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"764","NZL2001","NZL",0.820106848134341,3.136,0.543,26.03,NA,NA,5.742,3899.5,30128.007437,0.210310770133181,14.9112667792244,123.769220109442,2.58189345061187,NA,NA,27.3024533948681,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"765","NZL2002","NZL",0.846010450911083,2.698,0.476,23.028,NA,NA,5.756,3970,31090.045088,0.213100869247124,12.6606710218119,108.061501960817,2.233683990505,NA,NA,27.0106828767789,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"766","NZL2003","NZL",0.810967604693739,2.681,0.535,28.264,NA,NA,12.619,4044.9,31904.339044,0.200491385372627,13.3721456162178,140.973638081603,2.66844382867456,NA,NA,62.9403601384006,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"767","NZL2004","NZL",0.834318103266462,2.047,0.471,26.947,NA,NA,16.518,4101.3,32492.650135,0.203427718837067,10.0625421732204,132.464740567547,2.3153186925192,NA,NA,81.1983740191764,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"768","NZL2005","NZL",0.812579226845093,2.688,0.609,34.759,NA,NA,20.89,4148,33201.079556,0.195896631351276,13.7215223225557,177.435414586947,3.10878240120403,NA,NA,106.637872514207,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"769","NZL2006","NZL",0.817076732195844,2.723,0.606,34.127,NA,NA,19.77,4196.7,33638.064193,0.194695053779361,13.985974205004,175.284370802119,3.11255981205744,NA,NA,101.543411690389,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"770","NZL2007","NZL",0.820035828217506,2.875,0.544,27.612,NA,NA,10.094,4235.3,34605.381201,0.193619301635659,14.848726215375,142.609748959629,2.80963723866573,NA,NA,52.1332321453895,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"771","NZL2008","NZL",0.825158369233827,2.782,0.591,32.282,NA,NA,16.851,4271,33740.152189,0.19320027376114,14.3995655173837,167.090860543559,3.05900187662609,NA,NA,87.2203733046129,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"772","NZL2009","NZL",0.820786011715807,2.241,0.451,23.732,NA,NA,10.706,4317.9,34061.366868,0.190089166427154,11.7892042041165,124.84667299067,2.37257077021711,NA,NA,56.3209371750429,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"773","NZL2010","NZL",0.843938092061293,2.428,0.433,20.841,NA,NA,5.359,4362.8,34015.6505,0.193439555345488,12.5517244684705,107.739081403374,2.23842532736726,NA,NA,27.70374440961,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"774","NZL2011","NZL",0.841812529596939,2.045,0.382,19.013,NA,NA,6.393,4392.5,34682.580535,0.19164770167261,10.6706210518165,99.2080772900671,1.99324070503369,NA,NA,33.358083317488,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"775","NZL2012","NZL",0.83594255835125,2.278,0.462,24.492,NA,NA,11.357,4417.7,35382.376576,0.18922574152868,12.0385312357449,129.432707210651,2.44152828398338,NA,NA,60.018261301297,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"776","NZL2013","NZL",0.851579575543037,2.089,0.392,19.643,NA,NA,6.804,4461.5,35764.025104,0.190872929629729,10.9444540095466,102.911397850419,2.05372234166696,NA,NA,35.6467520732193,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"777","NZL2014","NZL",0.895414288998819,1.754,0.326,16.023,NA,NA,5.121,4541.9,36421.156785,0.197145311213109,8.89699069791202,81.2750752295578,1.6536026040589,NA,NA,25.9757636054775,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"778","NZL2015","NZL",0.889374138763693,1.69,0.312,15.203,NA,NA,4.645,4638.2,37246.951188,0.191749846656827,8.81356637027503,79.285591436267,1.62711994528154,NA,NA,24.224269698182,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"779","NZL2016","NZL",0.909605329329939,1.435,0.248,11.294,NA,NA,1.88,4742.2,37812.825904,0.191810832383691,7.48132929807365,58.8809289842814,1.29294053374374,NA,NA,9.80132340096059,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"780","NZL2017","NZL",0.918876415832558,1.718,0.296,13.488,NA,NA,2.206,4837.7,38698.741551,0.189940760244033,9.04492536405951,71.0116142668421,1.55838062151433,NA,NA,11.6141474697994,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"781","NZL2018","NZL",0.910476729096667,1.458,0.271,13.08,NA,NA,3.967,4922.2,39607.526309,0.184973534008506,7.8822087052354,70.7128188370912,1.46507445755747,NA,NA,21.4463113399649,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"782","NZL2019","NZL",0.925824102221751,1.531,0.308,15.822,NA,NA,6.836,5013.2,39684.559563,0.184677272445095,8.29013759911994,85.6737799433544,1.66777425246828,NA,NA,37.0159246424454,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"783","POL1990","POL",4.27461471835542,33.329,4.888,564.582,455.41,229.11,2164.028,38031.496819,10972.62519,0.112396699469895,296.530059665382,5023.11902985389,43.4888214961261,4051.80936938436,2038.4050517548,19253.4835115832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","POL1991","POL",4.17663629840789,32.697,5.828,562.349,367.455,185.152,2049.89,38109.497838,10181.949278,0.109595679170646,298.342053696196,5131.12382035055,53.1772789228806,3352.8237863087,1689.40966834749,18704.1132963665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","POL1992","POL",4.00197989845153,31.539,5.116,562.267,277.765,140.381,1827.538,38173.498674,10420.522976,0.104836602288626,300.839585712344,5363.26996226014,48.7997501665985,2649.50402756553,1339.04568571878,17432.2513330659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","POL1993","POL",4.07129445191251,41.05,5.009,534.544,237.791,120.334,1699.859,38221.499301,10796.498582,0.106518439265045,385.37928534474,5018.32362254127,47.0247220533936,2232.39282926702,1129.70111870095,15958.3543631383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","POL1994","POL",3.98985179482653,40.201,5.09,517.046,204.24,103.575,1637.546,38252.499706,11358.723125,0.104303034455045,385.42502823661,4957.15203974096,48.8001142689074,1958.14053797282,993.020006955223,15699.8883930437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","POL1995","POL",4.01971656227813,35.047,3.452,460.876,138.449,69.605,1473.298,38275,12141.223749,0.10502198725743,333.711072464214,4388.3763013387,32.8693075626007,1318.28585247234,662.765977084248,14028.4719273941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789","POL1996","POL",4.25725124601733,36.268,3.499,450.839,115.322,58.087,1469.755,38289,12878.995586,0.111187318708175,326.188277776441,4054.76996152125,31.4694161227464,1037.18662649539,522.424685430686,13218.7286920512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","POL1997","POL",4.17682930683429,34.758,3.352,388.877,87.709,44.28,1348.845,38292,13708.496057,0.109078379474415,318.651598671328,3565.11530400224,30.7301961777516,804.091520451795,405.946624925669,12365.8327754712,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"791","POL1998","POL",3.91888015206519,42.312,2.188,331.985,70.254,35.544,1249.797,38284,14347.639536,0.102363393377526,413.350892383466,3243.20041614495,21.3748287137224,686.319568763189,347.233506307381,12209.4135292158,3,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0
"792","POL1999","POL",3.80912738274801,39.902,2.154,306.193,56.584,28.694,1114.689,38270,15021.005592,0.099532986222838,400.892221907881,3076.2967295534,21.6410667633095,568.494949737746,288.28633691105,11199.1917684896,3,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0
"793","POL2000","POL",3.70745465950514,42.268,2.179,285.311,50.509,25.619,973.13,38256,15711.850481,0.0969117173647308,436.149530205133,2944.02996622402,22.4843812415299,521.185687071333,264.3539986355,10041.4070296329,3,2,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,0
"794","POL2001","POL",3.7299243812305,40.908,2.239,294.332,45.896,23.458,962.567,38251,15911.675303,0.0975118135795273,419.518399856617,3018.42401649061,22.9613204575869,470.671176293617,240.565723668635,9871.28599772132,3,2,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,0
"795","POL2002","POL",3.64725433754375,40.492,2.169,285.319,40.386,20.675,884.076,38232,16243.674854,0.0953979477281793,424.453575409979,2990.82953873357,22.7363381671502,423.342440395817,216.723739790609,9267.24338472174,3,4,0,0,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0
"796","POL2003","POL",3.77721900961193,37.59,2.29,295.632,38.817,19.889,880.68,38195,16828.244273,0.0988930228985975,380.107705257871,2989.41210749654,23.1563353296229,392.515051742346,201.116311515664,8905.38052318441,4,5,0,0,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,2,0,4,0,0
"797","POL2004","POL",3.84445561150243,39.769,2.343,288.306,34.032,17.541,836.658,38180,17673.707177,0.100692918059257,394.953297277533,2863.22022995038,23.2687665146536,337.978088786467,174.2029165316,8309.00540103162,4,10,0,0,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,2,0,8,0,0
"798","POL2005","POL",3.84765340261434,32.876,2.472,291.948,30.893,16.116,820.162,38161,18302.605697,0.100826849469729,326.063942024393,2895.53825727392,24.5172790085259,306.396561654689,159.838377225487,8134.36107855609,5,13,0,0,0,2,1,0,0,0,0,0,0,19,0,0,0,0,0,4,0,10,0,0
"799","POL2006","POL",3.90333563570498,33.093,2.521,299.18,30.019,15.648,864.843,38132,19439.536557,0.102363779390144,323.288180615831,2922.71350063893,24.6278519122627,293.258027193262,152.866571488729,8448.72087717454,7,15,0,0,0,2,1,0,0,0,0,0,0,23,0,0,0,0,0,4,0,12,0,0
"800","POL2007","POL",3.96331483915447,32.661,2.472,287.42,28.155,14.732,796.168,38116,20821.004276,0.103980345239649,314.107439485072,2764.17624251552,23.773723719638,270.772326588353,141.680622102632,7656.90860291941,8,15,0,0,0,2,1,0,0,0,0,0,0,24,0,0,0,0,0,4,0,13,0,0
"801","POL2008","POL",3.99263763494092,36.635,2.424,261.056,19.766,10.503,562.258,38116,21695.479903,0.104749649358299,349.73864088737,2492.189726641,23.1408889180015,188.697529023605,100.267638740004,5367.63610612941,8,15,0,0,0,2,1,0,0,0,0,0,0,24,0,0,0,0,0,4,0,13,0,0
"802","POL2009","POL",3.87635016705299,36.804,2.518,261.367,16.811,9.08,440.567,38483,22097.171842,0.100728897618507,365.376777371165,2594.75687890364,24.9977916916801,166.893517128211,90.1429501828655,4373.78955211613,8,15,0,0,0,2,1,0,0,0,0,0,0,24,0,0,0,0,0,4,0,13,0,0
"803","POL2010","POL",4.11113635914053,42.886,2.677,274.039,17.838,9.755,497.703,38517,22903.485889,0.106735632555509,401.796466402134,2567.45562319578,25.080658969326,167.123195627507,91.3940337115333,4662.95076989557,8,16,0,0,0,2,1,0,0,0,0,0,0,25,0,0,0,0,0,4,0,14,0,0
"804","POL2011","POL",4.10623104457542,45.522,2.784,261.202,16.135,9.056,467.195,38526,23987.545294,0.1065833734251,427.102263112265,2450.68242452989,26.1203967423344,151.383836723263,84.9663480239152,4383.37598995506,8,16,0,0,0,2,1,0,0,0,0,0,0,25,0,0,0,0,0,4,0,14,0,0
"805","POL2012","POL",4.07450478725122,43.773,2.916,248.216,13.315,6.903,438.17,38534,24300.309363,0.105737914238107,413.976389787955,2347.46450020805,27.5776198255015,125.924556919257,65.2840568091347,4143.92512995199,8,16,0,0,0,2,1,0,0,0,0,0,0,25,0,0,0,0,0,4,0,14,0,0
"806","POL2013","POL",4.10553159605334,47.316,2.784,242.177,12.297,6.359,419.148,38502,24594.297335,0.10663164500684,443.733190057839,2271.15505893645,26.1085721768751,115.322238526952,59.6352049111886,3930.80309295721,8,16,0,0,0,2,1,0,0,0,0,0,0,25,0,0,0,0,0,4,0,14,0,0
"807","POL2014","POL",3.99002699262963,44.3,2.774,215.576,10.913,5.65,389.854,38484,25437.127845,0.103680152599252,427.275605691184,2079.2407668732,26.7553618552448,105.256403722526,54.4945185588079,3760.16036074788,9,16,0,0,0,2,1,1,1,0,0,0,0,26,0,0,0,0,0,4,0,15,0,0
"808","POL2015","POL",4.10250865378872,45.973,2.901,203.708,10.543,5.498,378.723,38455,26534.723209,0.106683361169906,430.929429817858,1909.46364799635,27.1926190568726,98.8251577789066,51.5356841002019,3549.97251536573,10,16,0,0,0,2,2,2,2,0,0,0,0,27,0,0,0,0,0,4,0,16,0,0
"809","POL2016","POL",4.22048275581327,48.523,2.663,183.361,9.38,4.933,267.981,38427,27388.31353,0.109831180050831,441.796218319271,1669.48037811429,24.2463023593805,85.403798772433,44.9143858576132,2439.93554358586,11,16,0,0,0,2,2,2,2,0,0,0,0,28,0,0,0,0,0,4,0,17,0,0
"810","POL2017","POL",4.43010048086031,52.781,2.619,173.008,8.888,4.687,257.883,38422,28715.085055,0.115301142076423,457.766497794239,1500.48817283465,22.71443242309,77.0850994182604,40.6500743669427,2236.60403839775,11,17,0,0,0,2,2,2,2,0,0,0,0,29,0,0,0,0,0,4,0,18,0,0
"811","POL2018","POL",4.38293418360304,54.253,2.685,151.775,7.325,3.889,238.081,38413,30259.493557,0.114100283331243,475.485234707953,1330.18951021694,23.5319310488056,64.1979124515834,34.0840520852161,2086.59429274886,12,17,0,0,0,3,2,3,2,0,0,0,0,30,0,0,0,0,0,4,0,19,0,1
"812","POL2019","POL",4.28346315335258,45.514,2.648,135.627,5.982,3.22,194.273,38386,31717.585318,0.111589203182217,407.871000975596,1215.41328490832,23.7298943310493,53.6073368158372,28.8558382726506,1740.96592196977,12,18,0,0,0,3,2,3,2,0,0,0,0,31,0,0,0,0,0,4,0,20,0,1
"813","PRT1990","PRT",0.733781294972393,2.105,0.373,83.472,3.11,1.68,180.926,9994.982277,22426.819357,0.0734149670941325,28.6726274398649,1136.98886349663,5.08070785513995,42.3619341273063,22.8836171491558,2464.42935495724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","PRT1991","PRT",0.740798282262843,2.227,0.395,88.177,3.308,1.788,181.239,9966.710785,23472.863821,0.0743272578329204,29.962090152795,1186.33463107454,5.31433570289808,44.5058797599667,24.0557778146374,2438.39212267733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","PRT1992","PRT",0.759097590625824,2.764,0.502,100.876,3.865,2.145,234.188,9962.7,23738.147791,0.0761939625428673,36.2758400765015,1323.93691879782,6.58844852330092,50.7258038696376,28.1518368176902,3073.57685811713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"816","PRT1993","PRT",0.767112865143166,2.29,0.404,91.845,3.536,1.9,178.784,9973.8,23227.23285,0.076912798045195,29.7739785601658,1194.14456806045,5.2527018944572,45.974143313863,24.7033009887839,2324.50261262039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","PRT1994","PRT",0.807734256787544,1.995,0.343,87.93,3.292,1.728,142.429,9997.8,23395.042509,0.0807911997426978,24.6932835055506,1088.36111210178,4.24551190095431,40.7470121805877,21.3884681190934,1762.92715609627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","PRT1995","PRT",0.839773041275618,2.368,0.409,98.962,3.776,1.987,177.3,10026.2,24327.894417,0.0837578585381917,28.2719740132831,1181.52495451965,4.88312388996317,45.0823369401001,23.7231471133419,2116.81629753171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","PRT1996","PRT",0.874738566370904,1.689,0.279,78.694,2.946,1.483,123.201,10063.9,25086.076571,0.08691844775593,19.432008320521,905.377420233912,3.2099054596953,33.8938404453847,17.0619705975918,1417.432123799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","PRT1997","PRT",0.904396744052497,1.796,0.3,77.773,2.918,1.489,130.017,10109,26073.237907,0.089464511232812,20.0749992958247,869.316770731722,3.35328496032706,32.6162850474479,16.6434710197566,1453.28016895614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","PRT1998","PRT",0.972448676320688,2.338,0.454,83.491,3.657,1.925,165.146,10160.2,27189.12236,0.0957115683077782,24.4275591899375,872.318795691648,4.74341825159608,38.2085474583411,20.1125113090803,1725.45495722045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","PRT1999","PRT",1.01706455935663,3.213,0.796,92.342,3.411,1.887,182.497,10217.8,28092.027638,0.0995385072478058,32.2789650843476,927.701274142179,7.99690513760992,34.2681450055118,18.9574874304898,1833.43115188241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823","PRT2000","PRT",1.06372962970406,2.59,0.589,75.407,2.654,1.456,153.515,10289.9,28959.720503,0.103376090117888,25.0541493400109,729.443335630193,5.69764245608742,25.673248010961,14.0844947641142,1485.01456985783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","PRT2001","PRT",1.08058939879992,2.794,0.665,73.447,2.287,1.357,154.601,10362.7,29315.200575,0.104276819631941,26.7940661199851,704.346375917876,6.37725625260919,21.9320075935597,13.0134386989333,1482.60179535283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","PRT2002","PRT",1.07883681114737,3.449,0.837,82.58,3.151,1.789,157.799,10419.6,29379.878114,0.103539177237837,33.311062459743,797.572495774305,8.08389657257318,30.4329248508699,17.2784838331343,1524.05112933748,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"826","PRT2003","PRT",1.11168877457096,2.748,0.674,66.651,2.557,1.36,101.505,10458.8,28997.399797,0.106292191701817,25.8532631231183,627.054527081135,6.3410114064708,24.0563296236585,12.7949191584574,954.961962631778,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"827","PRT2004","PRT",1.10622205534187,2.759,0.807,68.423,1.827,1.024,106.1,10483.9,29445.420788,0.105516273079853,26.1476255696791,648.45921868581,7.64810940004748,17.3148647755722,9.7046642201346,1005.53210327762,3,2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,1,0,0
"828","PRT2005","PRT",1.10677789665011,3.204,0.951,79.754,2.053,1.14,118.664,10503.3,29620.827264,0.105374301091096,30.40589561994,756.863857450904,9.02497089093725,19.4829287477331,10.8185770932371,1126.11897560692,4,3,0,0,0,2,0,0,0,0,0,0,0,7,1,0,2,0,0,1,0,2,0,1
"829","PRT2006","PRT",1.0949027615051,2.698,0.839,64.212,1.834,1.037,97.604,10522.3,30047.820534,0.104055459500784,25.9284809556741,617.094002641122,8.06300797694981,17.6252164835828,9.96583941847075,937.999798071763,7,3,0,0,0,2,0,0,0,0,0,0,0,10,1,1,2,0,0,1,0,2,1,1
"830","PRT2007","PRT",1.10685258267112,2.367,0.801,58.818,1.483,0.869,90.303,10543,30740.518923,0.104984594771044,22.5461650365187,560.253627003783,7.62969082984853,14.1258820233026,8.27740490778823,860.154770296893,7,3,0,0,0,2,0,0,0,0,0,0,0,10,1,1,2,0,0,1,0,2,1,1
"831","PRT2008","PRT",1.06755304657305,2.715,0.989,50.127,1.303,0.807,46.143,10558.2,30794.260859,0.10111127337738,26.8516052593537,495.760742849217,9.78130298397821,12.8867925056862,7.98130587266978,456.358608280795,8,3,0,0,0,2,1,0,0,0,0,0,0,11,1,1,2,0,0,1,0,2,1,1
"832","PRT2009","PRT",1.06434052389182,3.885,1.279,44.906,0.713,0.563,24.259,10568.2,29804.610624,0.100711618240743,38.5754897782818,445.886986868346,12.6996271367883,7.07962013176703,5.59021898202642,240.87588327705,9,3,0,0,0,2,1,0,0,0,0,0,0,12,1,1,2,0,0,1,0,2,1,1
"833","PRT2010","PRT",1.11488559898284,4.877,1.599,28.726,0.574,0.494,17.635,10573.1,30308.450407,0.105445479469866,46.2513900502841,272.42514467592,15.164234711996,5.44357143507548,4.68488552077924,167.242826232676,12,3,0,0,0,2,1,2,2,0,0,0,0,15,1,1,2,0,0,1,0,3,1,1
"834","PRT2011","PRT",1.06634845655813,5.447,1.691,25.721,0.685,0.535,16.479,10557.6,29838.111408,0.101002922686797,53.9291324954106,254.655997230486,16.7420897833191,6.78198196426588,5.29687642464562,163.153694582682,13,3,0,0,0,2,1,2,2,0,0,0,0,16,1,1,2,0,0,1,0,3,1,1
"835","PRT2012","PRT",0.983021201550791,5.46,1.591,24.164,0.586,0.475,16.983,10514.8,28744.018431,0.0934892914321519,58.4024107612634,258.468105061386,17.0179918536942,6.26809756521984,5.08079580798537,181.657168856875,15,4,0,0,0,2,1,3,3,0,0,0,0,19,1,1,2,0,0,1,0,3,1,2
"836","PRT2013","PRT",1.04429910391806,5.11,1.454,22.416,0.466,0.401,16.047,10457.3,28635.405602,0.0998631677314469,51.1700170952104,224.467143484586,14.5599226724923,4.66638512061997,4.01549449220731,160.689875602122,16,5,0,0,0,2,1,4,4,0,0,0,0,21,1,1,2,0,0,1,0,4,1,2
"837","PRT2014","PRT",1.04333807669209,5.371,1.528,20.282,0.431,0.371,14.053,10401.1,29018.203075,0.100310359163174,53.5438218425979,202.192477120009,15.2327238457437,4.29666490675101,3.69852130024275,140.095201704343,18,5,0,0,0,2,1,4,4,0,0,0,0,23,1,2,2,0,0,1,0,6,2,3
"838","PRT2015","PRT",1.03937955994021,5.811,1.674,22.351,0.434,0.382,14.441,10358.1,29660.845908,0.100344615319432,57.910431780535,222.742395581954,16.6825095165403,4.32509505984378,3.80688090520812,143.914050136415,19,6,0,0,0,2,1,5,4,0,0,0,0,25,1,4,2,0,0,1,0,7,4,3
"839","PRT2016","PRT",1.0794335832271,5.461,1.634,19.98,0.453,0.394,13.953,10325.5,30355.379788,0.104540562997153,52.2380963277263,191.121985831894,15.6302965390047,4.33324622531771,3.76887199288119,133.469723138759,19,7,0,0,0,3,1,5,4,0,0,0,0,26,1,4,2,0,0,1,0,8,4,3
"840","PRT2017","PRT",1.06935268086481,5.986,1.855,22.331,0.484,0.421,14.11,10300.3,31496.613497,0.103817624813337,57.6588032211563,215.098351943141,17.8678716964993,4.66202151003001,4.05518813165833,135.911412203561,19,7,0,0,0,3,1,5,4,0,0,0,0,27,1,4,2,0,0,1,0,9,4,3
"841","PRT2018","PRT",1.06614562384442,5.772,1.795,20.051,0.462,0.406,13.768,10283.8,32446.029678,0.10367234133729,55.6754089426924,193.407419388414,17.3141647699468,4.45634770123422,3.91618434350886,132.803019806478,19,8,0,0,0,3,1,5,4,0,0,0,0,28,1,4,2,0,0,1,0,10,4,3
"842","PRT2019","PRT",1.04671084040192,5.238,1.742,16.319,0.451,0.411,13.633,10286.3,33308.381634,0.101757759388888,51.4751900145709,160.37106259026,17.1190876298936,4.43209444378989,4.03900402748924,133.975041135671,20,8,0,0,0,3,1,6,5,0,0,0,0,29,1,4,2,0,0,1,0,11,4,3
"843","RUS2001","RUS",26.8034524259603,1318,NA,1271,NA,NA,2060,145976.47,14535.418962,0.183614882768163,7178.06737738215,6922.0968411629,NA,NA,NA,11219.1341406732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844","RUS2002","RUS",27.1892835595042,1262,NA,1224,NA,NA,1905,145306.49,15295.146927,0.187116787140782,6744.45098851821,6541.36926303192,NA,NA,NA,10180.8075539835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845","RUS2003","RUS",27.8497714755295,1275,NA,1222,NA,NA,1895,144648.62,16485.696988,0.192533959021037,6622.20839628967,6346.93228256155,NA,NA,NA,9842.41953801484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","RUS2004","RUS",28.3249778909975,1242,NA,1157,NA,NA,1682,144067.32,17739.994032,0.196609320496817,6317.09624376687,5884.76679069104,NA,NA,NA,8555.03694204177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","RUS2005","RUS",28.0786340197019,1226,NA,1176,NA,NA,1676,143518.81,18943.252198,0.195644278402963,6266.4751047554,6010.90923588283,NA,NA,NA,8566.56792460852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848","RUS2006","RUS",29.3530005328667,1295,NA,1193,NA,NA,1780,143049.64,20554.972568,0.205194508234112,6311.08508285466,5813.99575586534,NA,NA,NA,8674.69609844116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849","RUS2007","RUS",29.1367026041357,1264,NA,1175,NA,NA,1594,142805.11,22347.557017,0.204031232524772,6195.12995318759,5758.92222705334,NA,NA,NA,7812.52938716853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","RUS2008","RUS",30.0291086465467,1233,NA,1220,NA,NA,1664,142742.37,23530.684421,0.210372776117888,5861.02452395769,5799.22945598408,NA,NA,NA,7909.76870062092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
